license#,,gender,racing age,Road Cat
335566,,M,25,4
335602,,F,20,4
335698,,M,24,4
335702,,F,19,4
335722,,M,35,4
335738,,M,16,5
335748,,M,13,5
335842,,M,37,4
335944,,M,20,5
335990,,M,20,4
336050,,F,30,3
336130,,M,47,5
336160,,M,18,5
336162,,M,40,5
336300,,M,53,2
336312,,M,39,3
336374,,F,29,3
336490,,M,49,4
336644,,M,43,4
336696,,M,14,5
336826,,M,23,5
336936,,M,41,3
337008,,M,33,4
337096,,M,48,5
337504,,M,27,4
337666,,F,44,3
337774,,M,15,3
337840,,M,56,4
337844,,M,39,4
337878,,M,16,3
337880,,M,62,4
337990,,M,36,4
338064,,F,18,4
338206,,M,33,5
338404,,F,32,2
338726,,F,25,3
338760,,M,18,5
338976,,M,16,3
338982,,M,44,4
339008,,M,35,2
339042,,M,31,4
339050,,M,46,4
339064,,M,29,4
339070,,M,28,4
339128,,F,31,2
339250,,M,50,5
339286,,M,51,4
339306,,F,20,3
339314,,F,40,2
339318,,M,35,5
339342,,F,39,3
339348,,M,30,4
339788,,M,40,5
339880,,M,36,5
340386,,M,21,4
340716,,M,32,3
340854,,M,24,4
340900,,M,57,5
341214,,M,18,2
341512,,M,30,3
341548,,M,43,4
341560,,M,37,4
341576,,M,52,3
341756,,M,43,4
341778,,M,32,4
342158,,M,54,4
342218,,M,35,5
342354,,M,50,5
342500,,F,25,5
343022,,M,51,4
343058,,F,39,4
343292,,M,46,4
343360,,M,43,4
343538,,M,43,5
343836,,M,23,4
343848,,M,25,5
344442,,F,31,4
344622,,M,62,4
344756,,M,33,5
344972,,M,17,5
344974,,M,17,5
345144,,F,38,3
345356,,M,46,5
345826,,M,23,5
345846,,M,16,2
345938,,M,26,4
346366,,M,23,3
346448,,M,19,4
346780,,M,54,5
347232,,M,27,4
347404,,M,30,4
347406,,M,38,3
347572,,M,18,5
347700,,M,57,4
347820,,M,29,2
347932,,M,18,3
348242,,M,30,3
348390,,M,30,4
348408,,M,30,3
348558,,M,47,4
348760,,M,33,2
349020,,M,48,5
349232,,M,42,5
349590,,M,19,4
350058,,M,25,5
350176,,M,68,4
350620,,M,71,5
351080,,M,18,5
351124,,M,45,4
351304,,F,48,3
351334,,M,51,5
351724,,M,31,3
351738,,M,15,5
351742,,M,28,4
351896,,M,45,3
351898,,F,29,4
352008,,F,14,4
352040,,M,55,4
352532,,M,44,4
352734,,M,48,4
352752,,M,19,3
352902,,M,13,5
353184,,M,39,4
353204,,M,29,1
353226,,M,26,3
353442,,M,21,3
353482,,M,52,4
353518,,M,54,3
353546,,M,18,5
353550,,F,30,4
353582,,M,19,5
353650,,M,19,5
353954,,F,12,4
354026,,F,29,4
354192,,M,16,5
354246,,M,40,4
354248,,M,14,5
354508,,M,28,5
354510,,F,39,4
354576,,M,29,5
354818,,F,19,4
355118,,M,69,4
355130,,M,37,4
355228,,F,20,4
355258,,M,12,4
355260,,M,13,4
355666,,M,56,5
355696,,F,44,4
356102,,M,26,3
356162,,M,52,3
356222,,F,41,2
356378,,M,22,2
356448,,M,19,5
356530,,M,28,2
356601,,M,24,5
356682,,M,64,5
356750,,M,40,4
356758,,M,14,5
356847,,M,40,4
356928,,M,42,3
356964,,M,44,3
357004,,M,43,5
357059,,M,56,4
357251,,M,34,2
357271,,M,16,5
357280,,M,50,5
357545,,M,41,4
357549,,M,45,3
357671,,M,49,5
357744,,F,42,3
357775,,M,47,5
357800,,M,21,3
357939,,M,59,5
358006,,M,31,4
358181,,M,38,4
358285,,M,38,4
358400,,M,26,3
358652,,M,22,5
358748,,M,44,4
358804,,M,17,4
358809,,M,32,4
358813,,M,21,5
358825,,M,15,5
358905,,M,33,4
358906,,M,26,5
358922,,M,55,3
358928,,F,50,4
358967,,M,19,5
358970,,M,15,5
358972,,M,18,5
359013,,M,20,5
359132,,F,47,3
359198,,M,37,3
359213,,M,30,5
359225,,M,40,4
359289,,M,25,3
359333,,M,46,3
359419,,M,44,5
359479,,M,15,5
359614,,M,40,4
359648,,M,42,5
359655,,M,19,5
359716,,M,16,5
359872,,M,60,5
359903,,M,54,4
359935,,M,43,3
360288,,F,38,4
360314,,M,48,3
360332,,M,49,4
360404,,M,19,5
360413,,M,27,4
360492,,M,54,3
360583,,F,21,4
360641,,M,30,4
360675,,M,45,5
360862,,M,12,5
360871,,M,26,5
361029,,F,48,4
361134,,M,27,2
361188,,M,48,4
361189,,M,55,4
361265,,M,43,4
361312,,M,31,5
361314,,M,28,4
361335,,M,45,5
361415,,M,30,4
361444,,M,17,5
361599,,M,16,5
361653,,M,44,5
361662,,M,31,5
361814,,M,57,5
361842,,M,54,5
361860,,M,42,3
361941,,M,57,4
361944,,M,43,4
361972,,M,35,4
361996,,M,56,4
362149,,M,18,4
362156,,M,23,5
362206,,M,35,3
362242,,M,16,3
362277,,M,35,5
362352,,M,55,3
364362,,F,35,3
364622,,M,31,4
364641,,M,18,3
364645,,F,40,4
364659,,M,20,5
364695,,M,57,4
364761,,M,45,5
364779,,M,40,4
364783,,M,32,3
364808,,M,56,4
364812,,F,44,4
364839,,M,46,3
364841,,M,53,4
364927,,M,51,4
364944,,M,42,4
364971,,M,57,4
364975,,M,46,3
365016,,M,39,4
365031,,F,43,4
365060,,M,55,4
365078,,M,49,4
365086,,M,50,3
365111,,M,34,3
365130,,M,28,3
365160,,M,37,5
365183,,M,18,5
365212,,M,44,3
365218,,M,54,4
365247,,F,46,4
365286,,M,32,3
365305,,M,54,4
365309,,M,53,4
365331,,M,23,4
365342,,M,33,4
365348,,F,14,4
365427,,M,50,2
365489,,M,39,3
365490,,M,51,4
365501,,M,35,4
365531,,M,50,4
365550,,M,36,4
365569,,F,42,4
365607,,M,32,4
365610,,M,33,3
365643,,M,48,4
365679,,M,35,5
365698,,M,46,5
365761,,M,45,5
365766,,M,17,5
365771,,F,31,4
365780,,M,28,2
365781,,M,56,4
365793,,M,21,3
365804,,M,27,5
365813,,F,46,4
365851,,M,45,3
365875,,M,32,4
365895,,F,33,4
365900,,F,32,3
365904,,M,49,4
365929,,M,31,4
366030,,M,29,3
366123,,M,43,4
366124,,M,22,2
366149,,F,56,4
366161,,M,48,4
366169,,F,44,4
366170,,F,45,4
366189,,M,36,4
366197,,M,28,3
366200,,M,28,5
366230,,M,34,4
366254,,M,22,5
366275,,M,38,5
366354,,F,17,3
366436,,M,65,5
366463,,M,31,3
366475,,M,45,3
366483,,M,37,4
366541,,M,54,4
366582,,M,23,2
366619,,M,37,5
366620,,M,50,3
366661,,F,25,3
366663,,M,21,2
366676,,M,53,4
366695,,M,26,3
366718,,M,28,4
366734,,M,26,2
366768,,M,19,2
366781,,M,26,4
366825,,M,54,4
366849,,M,33,5
366956,,M,16,4
366974,,M,63,4
366975,,M,27,4
367019,,M,43,3
367056,,M,44,4
367331,,F,23,4
367396,,M,45,5
367418,,M,28,3
367421,,M,44,3
367423,,M,35,4
367437,,M,51,4
367483,,F,32,3
367569,,M,42,5
367584,,M,28,4
367651,,M,27,3
367672,,M,24,4
367729,,M,45,5
367736,,M,42,5
367761,,M,22,3
367774,,M,44,5
367792,,M,37,4
367799,,F,46,3
367810,,M,32,3
367901,,F,33,3
367946,,M,36,5
367991,,F,35,4
368006,,F,17,4
368013,,M,15,5
368028,,M,16,5
368029,,M,14,5
368059,,M,20,2
368061,,M,34,4
368122,,M,18,5
368127,,F,25,2
368128,,M,38,5
368137,,M,18,5
368177,,M,53,4
368186,,M,58,5
368226,,M,53,5
368306,,F,62,4
368308,,M,33,5
368338,,M,31,4
368357,,M,54,4
368368,,M,31,3
368437,,M,29,3
368443,,M,50,4
368470,,F,34,3
368496,,M,26,4
368594,,F,55,4
368757,,M,26,4
368823,,M,32,5
368842,,M,39,4
368889,,M,26,4
368901,,M,46,4
368980,,M,43,4
368981,,M,19,5
368989,,M,29,5
369355,,M,34,4
369479,,M,18,5
370183,,F,21,4
370448,,M,25,4
370456,,M,30,3
370466,,M,23,5
370505,,M,35,4
370596,,M,22,2
371021,,M,46,5
371171,,M,46,4
371325,,F,52,3
371357,,M,41,5
371362,,M,43,5
371468,,M,44,5
371680,,M,16,3
371699,,M,56,3
371828,,M,52,4
373958,,M,21,1
374406,,M,51,4
374465,,M,41,5
374584,,M,43,4
374636,,M,26,3
374775,,M,51,4
374778,,M,18,4
374810,,M,30,4
374843,,F,51,4
374885,,M,45,5
375255,,M,31,5
375287,,M,47,5
375646,,M,44,5
375775,,F,43,4
375777,,M,28,5
376008,,M,33,4
376029,,M,29,4
376121,,M,16,3
376137,,M,43,4
376557,,M,61,5
376597,,F,51,4
376598,,M,31,5
376727,,M,31,4
377062,,M,27,4
377090,,M,58,4
377129,,M,32,5
377217,,F,37,4
377371,,M,35,5
377403,,F,51,4
377460,,M,31,5
377469,,M,38,5
377472,,M,32,5
377514,,M,48,4
377902,,M,15,5
377957,,M,27,5
378053,,M,31,2
378079,,M,29,4
378245,,M,49,5
378266,,M,30,4
378268,,M,17,5
378340,,M,30,5
378347,,M,18,5
378428,,M,18,5
378462,,M,46,4
378582,,M,38,5
378683,,M,64,5
378684,,F,37,4
378762,,M,32,4
378802,,M,15,3
378866,,M,27,5
378901,,M,39,4
378938,,M,25,5
379019,,F,14,4
379134,,M,61,3
379190,,M,17,5
379192,,M,47,5
379222,,M,12,5
379226,,F,19,4
379235,,M,19,5
379237,,M,39,5
379257,,M,46,5
379277,,M,40,5
379296,,M,41,4
379492,,M,28,2
379625,,M,20,4
379788,,M,38,5
379870,,M,14,5
379987,,M,49,5
380038,,M,48,5
380099,,M,34,5
380144,,M,25,5
380248,,M,29,4
380345,,M,30,3
380370,,M,40,3
380391,,M,34,5
380425,,M,52,5
380581,,M,17,5
380638,,M,19,5
380657,,M,18,5
380661,,M,36,4
380667,,M,38,4
380700,,M,38,3
380744,,M,27,4
380752,,M,48,5
380753,,M,20,5
380803,,M,55,5
380872,,M,27,3
380907,,M,15,3
381023,,M,62,5
381043,,M,38,1
381107,,M,27,4
381329,,M,30,5
381416,,M,14,5
381590,,M,44,5
381623,,M,19,1
381934,,M,25,4
382090,,F,39,4
382091,,M,39,5
382116,,M,23,3
382133,,M,29,2
382181,,M,49,5
382216,,M,27,4
382234,,M,44,4
382345,,F,54,4
382552,,M,47,5
382593,,F,20,4
382594,,M,53,5
382596,,M,43,5
382617,,M,26,4
382692,,M,21,5
382701,,M,58,4
382920,,M,41,4
382942,,M,17,5
382981,,F,17,4
383065,,M,33,3
383087,,M,25,4
383133,,M,45,5
383183,,M,48,4
383192,,F,19,4
383223,,F,24,3
383250,,M,31,5
383263,,M,26,4
383271,,M,34,5
383318,,M,55,4
383466,,M,30,5
383596,,M,62,5
383661,,F,47,4
383666,,M,18,5
383765,,M,53,5
383817,,M,33,5
383832,,M,58,5
383842,,F,35,4
383873,,M,18,4
383976,,M,38,2
384039,,M,31,4
384208,,M,43,2
384229,,M,28,5
384230,,F,42,4
384335,,M,30,4
384354,,M,58,5
384389,,M,35,3
384434,,M,23,4
384536,,M,38,5
384566,,M,17,3
384578,,M,34,4
384604,,M,53,4
384665,,M,47,4
384774,,M,18,5
384796,,M,27,5
384830,,M,41,5
384868,,M,47,5
384955,,M,45,3
385119,,M,54,5
385347,,M,51,4
385397,,M,26,5
385403,,F,31,4
385468,,F,45,4
385658,,M,58,5
385831,,M,26,4
385861,,M,29,5
386083,,M,15,5
386166,,M,17,5
386261,,F,14,4
386281,,M,19,4
386433,,M,19,4
386460,,M,57,5
386815,,M,30,3
386928,,M,43,3
387125,,M,49,5
387168,,M,22,3
387196,,M,43,4
387258,,M,29,3
387371,,M,16,5
387374,,M,22,5
387411,,M,12,5
387416,,M,34,5
387473,,M,45,4
387636,,F,45,4
387746,,F,35,4
387836,,F,34,4
387943,,F,45,4
387971,,M,37,4
388004,,M,40,4
388263,,M,66,5
388298,,M,22,4
388299,,M,51,5
388340,,M,48,4
388394,,F,32,4
388396,,M,13,5
388536,,M,26,5
388545,,M,45,5
388599,,F,47,4
388617,,F,73,4
388620,,M,44,5
388637,,M,15,5
388667,,M,22,4
388811,,M,16,5
388951,,M,32,5
389149,,M,14,5
389184,,F,11,4
389268,,M,18,4
389517,,M,35,3
389557,,M,12,5
389669,,F,26,4
389741,,M,34,3
389764,,M,59,5
389818,,M,11,5
389819,,M,13,5
389837,,M,25,5
390118,,F,24,4
390151,,M,22,5
390227,,F,27,2
390379,,M,41,4
390421,,M,24,1
390428,,M,21,4
390452,,M,18,5
390453,,M,17,5
390651,,M,39,5
390677,,M,22,5
390742,,M,31,4
390942,,F,35,4
391005,,M,52,5
391032,,M,34,4
391083,,F,22,4
391137,,M,57,4
391211,,M,30,4
391312,,M,35,5
391421,,M,35,5
391454,,M,48,5
391493,,M,27,4
391504,,M,24,4
391518,,M,28,4
391557,,M,43,4
391565,,M,50,5
391642,,M,51,4
391685,,M,31,5
391689,,M,49,5
391712,,M,41,5
391728,,M,40,4
391733,,M,38,4
391765,,M,46,4
391774,,M,19,4
391877,,F,31,2
391880,,M,29,4
391955,,F,50,4
391971,,M,55,4
391974,,M,43,3
391978,,M,52,3
391984,,M,31,4
391988,,F,49,4
391994,,M,67,5
391999,,M,32,4
392001,,M,38,4
392061,,M,46,4
392080,,M,54,4
392081,,M,52,5
392128,,F,30,4
392141,,F,30,4
392144,,F,32,3
392160,,F,45,4
392191,,M,49,4
392222,,M,49,4
392313,,M,46,4
392323,,M,42,5
392334,,M,48,4
392344,,M,32,5
392348,,M,40,4
392358,,M,30,4
392363,,F,29,3
392370,,F,31,4
392394,,M,56,4
392395,,F,44,4
392408,,M,56,4
392417,,F,44,4
392418,,M,40,4
392433,,M,55,4
392449,,M,52,5
392470,,M,12,5
392478,,M,56,5
392480,,M,24,4
392498,,F,40,4
392521,,M,45,5
392544,,F,37,4
392547,,F,29,4
392556,,M,21,5
392561,,F,16,3
392565,,M,42,4
392570,,F,21,4
392595,,M,31,4
392598,,M,21,4
392634,,F,30,4
392645,,F,27,3
392649,,M,35,5
392651,,F,28,2
392654,,M,42,4
392658,,M,45,4
392667,,M,27,3
392680,,M,35,5
392684,,F,50,4
392689,,M,31,5
392702,,M,18,5
392707,,M,46,4
392721,,M,31,5
392732,,M,51,5
392737,,M,42,4
392745,,M,43,5
392758,,M,40,4
392797,,M,43,4
392800,,M,52,5
392816,,M,52,5
392839,,M,63,5
392844,,M,23,5
392850,,M,57,5
392861,,M,48,5
392892,,M,17,4
392893,,M,15,4
392894,,M,27,4
392905,,M,28,3
392909,,F,27,2
392920,,M,39,4
392921,,F,39,4
392943,,F,52,4
392952,,M,27,4
392954,,M,47,4
392964,,M,40,5
392991,,M,15,5
393032,,F,52,4
393057,,F,55,4
393069,,M,26,4
393095,,M,31,4
393099,,M,20,4
393104,,M,36,4
393112,,F,39,4
393115,,M,38,4
393118,,M,40,5
393120,,M,25,4
393126,,M,23,4
393169,,F,32,4
393171,,M,47,4
393173,,M,41,4
393189,,F,32,4
393192,,M,49,5
393194,,F,42,4
393200,,M,36,4
393209,,F,30,3
393210,,F,27,4
393225,,F,47,4
393237,,M,47,4
393238,,M,52,4
393248,,M,36,4
393251,,F,35,2
393258,,M,19,5
393262,,M,42,3
393263,,M,21,4
393266,,F,32,3
393299,,M,46,5
393317,,M,64,4
393318,,M,26,5
393325,,M,37,4
393336,,M,56,5
393345,,M,16,5
393347,,M,52,5
393358,,F,15,4
393391,,M,39,4
393409,,M,25,5
393472,,M,29,4
393487,,M,10,5
393494,,M,21,5
393496,,M,42,4
393503,,F,25,4
393545,,M,53,5
393554,,M,12,5
393611,,M,57,5
393623,,M,29,4
393624,,M,52,5
393662,,M,35,5
393691,,M,44,5
393703,,M,58,5
393706,,M,18,5
393716,,M,15,4
393719,,M,46,4
393720,,M,56,5
393723,,M,29,4
393737,,M,15,5
393790,,M,34,5
393793,,M,28,4
393794,,M,25,4
393814,,M,28,5
393841,,M,39,5
393870,,M,70,5
393893,,M,21,5
393903,,M,17,5
393924,,M,22,4
393940,,F,19,4
393974,,F,40,4
394036,,M,22,5
394148,,M,14,5
394183,,M,21,4
394192,,F,44,4
394277,,M,38,4
394290,,M,10,5
394292,,M,46,3
394308,,F,35,4
394319,,M,33,4
394392,,M,54,4
394404,,M,28,3
394421,,M,17,4
394439,,F,41,3
394478,,M,48,5
394492,,M,19,3
394521,,M,23,5
394522,,M,36,4
394523,,M,52,3
394566,,F,64,4
394577,,M,16,5
394589,,M,30,3
394622,,M,47,5
394639,,M,32,3
394730,,F,39,3
394732,,M,27,4
394744,,M,27,4
394826,,M,22,5
394836,,F,27,3
394843,,M,18,5
394845,,M,24,4
394860,,M,15,5
394897,,F,59,4
394911,,M,40,4
394920,,M,32,4
394972,,M,23,4
394973,,M,37,4
395031,,M,39,5
395034,,M,52,5
395147,,M,52,4
395183,,M,52,4
395207,,M,21,4
395297,,M,31,5
395301,,M,28,4
395347,,M,17,5
395348,,M,38,4
395350,,M,59,5
395351,,F,55,4
395352,,F,35,4
395354,,M,36,5
395475,,M,29,4
395502,,F,30,2
395572,,M,43,5
395618,,M,38,5
395690,,M,25,5
395698,,F,53,4
395728,,M,14,4
395744,,M,34,4
395757,,M,22,4
395803,,F,50,4
395910,,M,47,4
396014,,M,12,5
396041,,M,14,4
396051,,M,12,5
396162,,M,37,4
396207,,M,20,5
396218,,M,17,5
396339,,F,43,3
396388,,M,46,4
396520,,M,38,5
396604,,M,23,5
396655,,F,28,4
396673,,M,27,5
396678,,M,19,4
396679,,M,47,5
396755,,M,17,5
396798,,F,33,4
396818,,M,44,4
396844,,M,35,5
396886,,M,52,4
396901,,F,18,3
396920,,M,41,4
396945,,M,41,5
396972,,M,26,5
397002,,M,20,4
397013,,M,22,4
397062,,M,40,3
397180,,F,37,4
397204,,M,38,5
397231,,M,41,4
397276,,M,30,5
397285,,M,23,4
397314,,M,24,4
397349,,M,50,5
397358,,F,30,2
397540,,M,37,5
397542,,M,58,5
397621,,M,17,5
397622,,M,33,5
397700,,M,23,4
397733,,M,32,2
397790,,F,32,4
397835,,M,15,4
398133,,M,53,5
399334,,M,17,5
399433,,M,17,5
399443,,M,30,5
399537,,F,34,4
399567,,F,27,4
399579,,M,26,5
399635,,M,39,5
399662,,M,17,5
399680,,F,33,4
399685,,M,16,5
399712,,M,45,5
399725,,M,41,5
399742,,M,17,5
399828,,M,35,5
399829,,M,47,4
399941,,M,23,5
399982,,M,25,5
399987,,F,29,3
400069,,M,62,4
400103,,M,17,4
400128,,M,36,5
400183,,F,36,4
400220,,M,27,4
400294,,F,43,4
400313,,M,37,5
400409,,M,18,5
400518,,M,32,2
400759,,M,37,4
400811,,M,15,4
400865,,M,26,5
400920,,M,24,5
400990,,F,35,4
401076,,F,26,2
401077,,M,27,5
401121,,M,58,5
401299,,M,37,5
401353,,M,40,4
401364,,F,25,2
401401,,M,49,5
401440,,M,38,4
401487,,M,28,5
401558,,M,18,4
401563,,M,52,5
401697,,M,49,5
401700,,M,30,4
401800,,M,29,5
401808,,M,16,4
401934,,M,58,5
402006,,F,54,4
402038,,M,33,4
402178,,F,15,4
402182,,M,17,5
402298,,M,60,5
402301,,F,16,4
402306,,M,53,5
402307,,M,46,4
402435,,M,61,5
402452,,M,51,5
402489,,M,36,4
402541,,M,40,4
402636,,M,18,4
402644,,M,30,5
402746,,F,36,4
402944,,F,28,3
402949,,F,54,4
403025,,M,56,5
403034,,M,28,5
403037,,F,33,4
403075,,M,59,5
403267,,F,51,4
403269,,F,34,4
403315,,M,39,5
403353,,M,17,5
403369,,M,39,5
403410,,M,19,4
403515,,M,39,5
403578,,F,47,4
403582,,M,28,4
403711,,M,23,5
403715,,M,36,5
403726,,M,12,5
403731,,M,22,2
403745,,F,16,4
403775,,M,21,5
403817,,F,33,4
403856,,M,45,5
404027,,M,33,3
404106,,M,54,5
404164,,F,44,4
404438,,F,25,4
404441,,M,66,5
404499,,F,36,4
404572,,M,46,5
404690,,M,12,5
404828,,M,49,3
404830,,M,17,5
404881,,M,49,5
404982,,F,38,4
405045,,M,57,5
405078,,M,28,5
405085,,M,74,5
405259,,F,15,4
405264,,M,29,5
405412,,M,36,3
405424,,M,29,4
405574,,F,57,4
405609,,M,37,5
405622,,M,16,5
405624,,M,17,5
405902,,F,32,4
405987,,F,32,4
405989,,F,52,4
406045,,M,24,5
406058,,M,30,5
406075,,M,28,5
406077,,M,13,5
406078,,M,43,4
406245,,M,11,5
406249,,M,17,5
406260,,M,38,5
406320,,M,48,5
406391,,F,16,4
406463,,M,48,5
406559,,M,27,4
406564,,M,32,5
406652,,M,34,3
406825,,M,38,5
406860,,M,26,4
406861,,M,28,5
406900,,F,49,4
407042,,M,16,5
407222,,M,13,5
407231,,M,19,3
407235,,F,58,4
407244,,M,45,4
407287,,M,15,5
407521,,M,58,4
407522,,M,32,4
407538,,M,23,5
407568,,M,16,4
407603,,F,54,4
407736,,M,18,5
408161,,M,47,5
408174,,M,23,5
408230,,M,28,5
408246,,M,44,5
408545,,M,25,5
409301,,M,63,5
409314,,F,24,4
409389,,M,29,3
410350,,M,18,5
410351,,M,12,5
410421,,M,30,5
410470,,M,24,5
410511,,M,27,5
410669,,M,29,5
410785,,M,41,5
410908,,M,52,5
410980,,M,44,5
411084,,M,59,5
411156,,M,16,5
411157,,M,17,5
411158,,M,17,5
411159,,M,13,5
411160,,M,17,5
411253,,M,28,4
411257,,M,15,3
411286,,M,38,3
411290,,M,28,5
411291,,M,19,5
411292,,F,43,4
411476,,M,39,4
411494,,F,14,4
411506,,M,25,4
411534,,M,44,5
411561,,M,45,5
411600,,M,49,5
411715,,M,32,5
411924,,F,28,4
411944,,F,16,4
411995,,M,32,5
412004,,M,52,4
412007,,M,20,5
412063,,M,54,4
412077,,M,59,4
412118,,M,29,5
412137,,M,49,5
412284,,M,47,3
412286,,M,29,5
412361,,F,31,4
412388,,M,43,5
412561,,M,18,5
412636,,M,27,4
412653,,M,40,5
412694,,M,43,5
412743,,M,17,5
412863,,M,28,5
413024,,M,28,5
413077,,M,48,5
413166,,M,30,5
413168,,M,31,4
413231,,M,48,4
413251,,M,38,5
413260,,M,32,5
413284,,M,48,5
413330,,M,30,4
413371,,M,47,5
413456,,F,33,3
413540,,M,33,4
413594,,M,30,4
413782,,M,26,5
413795,,M,30,4
413805,,M,46,5
413834,,M,41,5
413915,,F,44,4
413928,,M,23,5
413930,,M,44,5
413972,,M,26,5
414019,,M,26,5
414025,,M,46,5
414167,,M,32,5
414271,,M,26,5
414357,,M,50,5
414574,,M,24,5
414577,,M,19,5
414584,,M,32,4
414636,,M,39,4
414702,,F,36,4
414761,,M,50,5
414813,,M,57,5
414832,,M,19,5
414846,,M,39,5
414891,,F,37,4
415156,,M,23,4
415230,,M,21,5
415302,,M,14,5
415478,,M,28,4
415561,,F,47,4
415614,,M,25,4
416123,,M,22,5
416241,,M,14,5
416377,,M,27,5
416390,,M,19,5
416562,,M,48,4
416590,,M,48,5
416706,,F,30,4
416726,,M,20,5
416750,,M,44,4
416822,,M,15,5
416909,,M,44,5
416910,,F,20,4
416938,,M,35,5
416939,,M,23,4
416958,,M,23,5
417028,,M,17,5
417057,,M,25,4
417061,,M,54,4
417086,,M,26,5
417217,,M,25,4
417291,,F,60,4
417400,,M,20,5
417430,,M,21,5
417615,,M,24,4
417642,,F,47,4
417904,,M,30,3
417910,,M,16,5
417925,,M,42,5
417960,,M,17,5
417988,,M,42,5
418006,,M,45,5
418036,,M,27,5
418077,,M,40,5
418107,,M,55,5
418115,,M,49,4
418177,,M,18,5
418214,,M,55,5
418247,,M,16,5
418298,,M,43,5
418299,,F,35,4
418333,,M,49,4
418348,,M,28,5
418359,,M,42,4
418376,,M,40,5
418406,,M,41,5
418418,,F,39,4
418426,,M,20,4
418473,,M,41,4
418474,,M,15,5
418485,,M,47,4
418511,,M,28,5
418519,,F,19,4
418551,,M,31,4
418559,,F,13,4
418564,,F,30,3
418569,,M,41,4
418571,,M,25,5
418575,,M,41,4
418576,,M,30,5
418883,,M,64,4
418886,,M,57,5
418893,,M,49,4
418909,,M,44,3
418915,,M,26,4
418940,,M,34,5
418944,,M,38,4
418971,,M,65,4
418973,,M,36,4
418994,,M,36,4
419011,,F,44,4
419014,,M,55,4
419026,,M,60,5
419029,,M,48,5
419039,,M,33,5
419046,,M,55,5
419049,,M,29,4
419053,,M,45,5
419057,,M,34,5
419062,,M,21,5
419075,,M,17,5
419077,,F,31,4
419078,,M,37,4
419084,,M,55,5
419085,,M,39,5
419090,,M,10,5
419115,,M,40,5
419121,,M,29,4
419131,,M,49,5
419151,,M,31,5
419153,,M,44,5
419174,,M,34,5
419176,,M,39,5
419190,,F,20,3
419191,,M,52,5
419196,,M,57,5
419214,,M,27,4
419217,,F,28,3
419227,,M,34,5
419240,,M,17,4
419242,,M,14,5
419245,,M,35,5
419274,,M,36,4
419278,,M,34,4
419285,,M,70,5
419287,,M,23,5
419289,,M,39,5
419298,,M,65,5
419317,,M,23,5
419329,,F,27,4
419330,,M,52,5
419364,,M,55,4
419369,,F,33,4
419384,,M,50,5
419385,,M,42,5
419404,,M,44,5
419410,,M,40,5
419446,,M,31,5
419450,,M,46,4
419454,,M,56,4
419916,,M,29,4
419919,,M,43,5
419924,,M,48,5
419925,,M,49,4
419932,,M,50,5
419934,,M,25,5
419936,,M,35,5
419937,,F,45,2
419961,,F,28,4
419963,,M,62,5
419964,,M,37,5
419967,,F,24,4
419968,,M,43,5
419981,,F,24,3
420003,,M,26,4
420020,,M,34,5
420035,,M,48,5
420048,,M,33,3
420051,,M,41,5
420053,,M,46,4
420058,,M,30,4
420060,,M,23,4
420082,,F,47,4
420086,,F,36,3
420096,,M,40,4
420098,,M,19,5
420101,,M,43,4
420102,,M,26,5
420105,,F,31,4
420107,,M,26,3
420109,,M,41,5
420115,,F,50,4
420125,,M,16,4
420129,,M,35,4
420130,,M,10,5
420132,,M,41,5
420135,,M,53,5
420148,,M,38,5
420154,,M,45,5
420156,,M,36,5
420158,,F,25,2
420161,,M,58,5
420170,,M,28,5
420171,,M,10,5
420175,,M,17,5
420192,,M,29,5
420196,,M,43,5
420200,,F,48,4
420203,,F,31,4
420207,,M,43,5
420232,,M,31,4
420237,,F,27,4
421160,,F,54,4
421166,,M,15,5
421168,,F,30,4
421169,,M,41,5
421174,,M,31,5
421177,,M,40,5
421194,,M,35,5
421198,,F,40,4
421199,,M,28,4
421201,,M,30,4
421204,,M,24,5
421210,,M,44,5
422115,,M,21,5
422124,,M,16,5
422132,,M,42,4
422135,,F,43,4
422138,,M,57,4
422141,,F,44,4
422176,,M,18,4
422178,,F,29,4
422179,,M,16,5
422180,,M,16,5
422181,,M,23,4
422185,,M,32,5
422186,,M,46,4
422199,,M,31,5
422219,,F,25,3
422230,,M,49,5
422234,,M,16,5
422238,,F,14,4
422246,,F,36,4
422270,,M,22,4
422283,,M,18,5
422301,,M,50,5
422309,,M,44,5
422315,,M,17,4
422324,,M,15,4
422331,,M,20,5
422332,,M,48,5
422339,,M,14,5
422350,,M,52,5
422365,,M,27,4
422369,,M,50,5
422374,,F,37,4
422377,,M,34,5
422387,,F,37,4
422390,,F,19,4
422398,,M,16,5
422402,,F,36,4
422410,,F,11,4
422414,,M,10,5
422431,,M,19,5
422448,,M,30,5
422451,,M,28,5
422493,,F,49,4
422513,,M,16,5
422534,,F,31,4
422536,,F,31,4
422546,,M,52,5
422550,,M,19,5
422579,,F,31,4
422588,,F,35,3
422601,,M,45,4
422620,,M,17,5
422653,,M,24,5
422666,,M,41,5
422693,,M,35,2
422708,,F,23,3
422710,,M,38,5
422725,,M,16,5
422726,,M,54,5
422756,,M,14,5
422830,,M,17,5
422843,,M,29,5
422866,,M,16,5
422868,,M,44,5
422871,,M,52,5
422872,,M,32,4
422898,,M,12,5
422927,,M,52,5
